content,rating
Film był bardzo dobry i daje 9.. nie nie jeszcze za muzykę  Boba Marleya dodaje więc 10. Super film i super muzyka.,10
"Patetyczny i trochę nielogiczny ale z przesłaniem dla ludzkości. Moja ocena: 6,29",6
"To jakis skandal, ze taki film tak nisko w rankingu! Will Smith wymiata",10
"po prostu mega beznadziejne (0/10). Sam film też nic specjalnego, tylko opuszczony Manhattan jest ok. Ogólnie fabularna mizeria, można obejrzeć, ale nie polecam.",4
"Może ktoś podać dokładna nazwę karabinu, z którego korzystał Robert?",10
Wczoraj skończyłam czytać książkę a z tego co widzę po zwiastunie to film bardzo różni się od powieści. Czy film jest wart obejrzenia?,4
"Piękne zwieńczenie trylogii! Aż żal, że na tej części ta niesamowita historia się kończy...",10
Widziałam niezliczoną ilość razy i mogę powiedzieć jedno - kocham tą trylogię :)),10
"Jakie są wasze ulubine sceny z Trylogii i jakie was najbardziej poruszają?Wiele ich jest ale na mnie zawsze oddziałuje ta sama, zawsze mam na niej ciary z góry do dołu, a mianowicie jest to scena kiedy przed oblężonymi murami Minas Tirith pojawia sie armia Rohanu. Jest to coś niezwykłego! Dla mnie magiczny moment filmu, kiedy król Theoden i jego kilku tysięczna armia wznoszą okrzyk ...",10
OSTRZEŻENIE dla nieoglądających ( o ile tacy są :-) do tej pory tego filmu !!!!!!!! Obejrzyjcie wersję rozszerzoną ---4 godz i 6 min . Tylko ta wersja w pełni pokaże sens tego filmu . Ja popełniłem ten błąd i obejrzałem najpierw skróconą wersję.....,9
"Napiszcie swoje ulubione cytaty ze wszystkich części WP.Oto jeden z moich ulubionych:Gimli, Aragorn, Gandalf i Legolas wjeżdżają do Edoras.Gimli: I na cmentarzu bywa weselej.",10
Chyba jedynie porządna ekranizacja Wiedźmina może odebrać mu ten tytuł.,10
"I to uczucie kibicowania i utożsamiania się z dobrem podczas oglądania - ""No dalej, dopi****lcie tym orkom :D",8
"Mam tu taką techniczną sprawę. Czemu Sauron wiedząc, że jedynym miejscem gdzie można zniszczyć pierścień i jego i nie zatarasował wejścia do Góry Przeznaczenia ? Zamiast tego wyjebał tam takie wejście, jakby wprost zapraszał ludzi do środka. Ew. nie postawił tam małego 50-osobowego oddziału Orków jaką stałą Straż ? Z tych tysięcy, które poszły na starcie z Aragornem przy bramie, można było wydzielić ...",10
"1 lutego 2013r. o  godzinie 20:00 (TVN) będzie można obejżeć ""Władcę Pieścieni: Powrót Króla"". Cieszycie się? :D",10
"Ja wiem, że jakby główny bohater, ale dla mnie tak irytująca postać, że chętnie bym przewijał wszystkie jego sceny. Postać posiadająca 2 miny przez całą trylogię, wieczna mina zbitego psa, ten niby ""bohater"" był praktycznie zatargany do celu przez Sama. Film na siłę, każe mi uważać go za ""bohatera"", a niby czemu, przecież on przez całą trylogię, tylko stoi ze zdziwioną miną! Jak ...",8
"Wracam do Trylogii dosyć często, nie potrafię już policzyć ile razy oglądałam każdą z części (jakiś długi weekend, święta, sylwester spędzony w domu), jednak za każdym razem jak pojawiają się napisy końcowe Powrotu Króla, to czuję to samo przygnębienie, pustkę i żal, że ta cudowna przygoda już się skończyła. Pamiętam to uczucie po samej premierze filmu lata temu, może to ...",10
"To jest film na którym człowiek nie nudzi się nawet na chwilę mimo że całość trwa ponad 4 godziny, znakomicie przedstawiona przygoda, sceny walki po prostu przedstawione w bajeczny sposób, to jest mistrzowski film jak i cała seria.",10
"Dopiero teraz to zauważyłam, ale każda z części tej trylogii ma niesamowicie mały (jak na taką superprodukcję) budżet. 94 mln kosztował Powrót Króla. Prześledziłam ranking najdroższych filmów i dwa razy tyle kosztowały firmy mierne, jeżeliby nie powiedzieć - marne.",10
"Przez cały film Drużyna kibicowała Frodo, opłakiwała Frodo, teskniła za nik itp.. Tak jakby podróżował całkiem sam. A co z Samem, nikt go nie doceniał, nie lubił. A przecież zrobił dużo więcej niż Frodo, ktory bez Sama zginąlby w pierszym lepszym rowie.",8
"Która jest lepszą postacią żeńską? Ja stawiam na Eowinę, staneła do walki wśród żołnieży zabrała ze sobą Merry'ego i trzymała jego stronę, własnoręcznie pokonała groźnego czarnoksieżnika zasłaniając własnym ciałem poległego ojca. Dziewczyna o wielkiej odwadze i fachu w boju, godna córka króla Rohanu.A Awerna to beksa. ;f I na dodatek elfka. A ja nie lubię tego kiczu z romansem międzyrasowym.",9
"Od kiedy obejrzałem wersje reżyserskie wszystkich 3 części uważam, że oglądanie ich w wersji kinowej to czysta profanacja, a w TVN to barbarzyństwo w biały dzień. W sprzedaży oraz TV powinna być tylko wersja reżyserska i tylko z napisami i na miłość boską bez reklam. Amen!",10
"cóż to byłoby za wystrzałowe małżeństwo:P Ubolewam, że wybrał tę mimozę, a nie piękną, żywiołową i odważną Eowyn:)",8
"Aragorn macha swym mieczen na prawo i lewo, i żadnej krwi,dziwne.A co do samej trylogii ,no cóż chyba najlepszy w tej chwili film fantasy jaki powstał .Ale nie dałem żadnej z części oceny 10 ,dlaczego?Zbyt duże rozbieżności z książką,brak brutalności.Zresztą mam nadzieje że Hobbit będzie bardziej ""pikantny"".",10
"Kiedyś nie interesował mnie władca pierścieni, no ale w końcu postanowiłem przez niego przebrnąć. Przypadkowo zacząłem oglądać od części 3 przez co po godzinie usnąłem. Tak więc dla nie oglądających zaczynamy od 1 części :D Pierwsza część mi się najbardziej podobała. Druga nie była zła, ale już od tego czasu Frodo zaczynał mnie wnerwiać. W 3 części myślałem, że akcje z nim będę przewijał, ale jakoś wytrzymałem. ...",8
"Natknąłem się na informację, że prawnuk Tolkiena - Royd Tolkien pisze kontynuację Powrotu Króla. Niestety wiadomo bardzo niewiele. Czy ktoś z was natknął się na jakieś wieści w tym temacie? Co sądzicie o takowej kontynuacji - wiadomo, że sam Tolkien miał ją w planach a nawet zaczął pisać historię o nazwie ""Nowy Cień"". Istnieje także ""nieoficjalna"" kontynuacja, podobno bardzo udana ...",10
"Jak myślicie? Czy ktoś sie tego podejmie kiedykolwiek?Jeśli tak, to jak wg was miala by wygladac koncepcja tka wielkeigo dziela? Od razu dodaje dla tych co nie czytali, że jest to dużo większa ilość ciekawych wydarzeń i historii niż we Władcy Pierścieni, choć przypomina raczej książke historyczną. Bitwy były znacznie większe niż te we Władcy Pierścieni, działy się rzeczy na duzo wieksza ...",10
"Wiem wiem, porównanie filmu i serialu jest nieco trudne. (jak dla mnie przynajmniej)Ale która historia, według Was, jest bardziej wciągająca, która bardziej Wam się podoba?Chodzi mi zarówno o filmy, jak i książki.",10
"Piękne zwieńczenie trylogii! Aż żal, że na tej części ta niesamowita historia się kończy...",10
Widziałam niezliczoną ilość razy i mogę powiedzieć jedno - kocham tą trylogię :)),10
"Jakie są wasze ulubine sceny z Trylogii i jakie was najbardziej poruszają? Wiele ich jest ale na mnie zawsze oddziałuje ta sama, zawsze mam na niej ciary z góry do dołu, a mianowicie jest to scena kiedy przed oblężonymi murami Minas Tirith pojawia sie armia Rohanu. Jest to coś niezwykłego! Dla mnie magiczny moment filmu, kiedy król Theoden i jego kilku tysięczna armia wznoszą okrzyk ...",10
OSTRZEŻENIE dla nieoglądających ( o ile tacy są :-) do tej pory tego filmu !!!!!!!! Obejrzyjcie wersję rozszerzoną ---4 godz i 6 min . Tylko ta wersja w pełni pokaże sens tego filmu . Ja popełniłem ten błąd i obejrzałem najpierw skróconą wersję.....,9
"Napiszcie swoje ulubione cytaty ze wszystkich części WP. Oto jeden z moich ulubionych: Gimli, Aragorn, Gandalf i Legolas wjeżdżają do Edoras. Gimli: I na cmentarzu bywa weselej.",10
Chyba jedynie porządna ekranizacja Wiedźmina może odebrać mu ten tytuł.,10
"I to uczucie kibicowania i utożsamiania się z dobrem podczas oglądania - ""No dalej, dopi****lcie tym orkom :D",8
"Mam tu taką techniczną sprawę. Czemu Sauron wiedząc, że jedynym miejscem gdzie można zniszczyć pierścień i jego i nie zatarasował wejścia do Góry Przeznaczenia ? Zamiast tego wyjebał tam takie wejście, jakby wprost zapraszał ludzi do środka. Ew. nie postawił tam małego 50-osobowego oddziału Orków jaką stałą Straż ? Z tych tysięcy, które poszły na starcie z Aragornem przy bramie, można było wydzielić ...",10
"1 lutego 2013r. o godzinie 20:00 (TVN) będzie można obejżeć ""Władcę Pieścieni: Powrót Króla"". Cieszycie się? :D",10
"Ja wiem, że jakby główny bohater, ale dla mnie tak irytująca postać, że chętnie bym przewijał wszystkie jego sceny. Postać posiadająca 2 miny przez całą trylogię, wieczna mina zbitego psa, ten niby ""bohater"" był praktycznie zatargany do celu przez Sama. Film na siłę, każe mi uważać go za ""bohatera"", a niby czemu, przecież on przez całą trylogię, tylko stoi ze zdziwioną miną! Jak ...",8
"Wracam do Trylogii dosyć często, nie potrafię już policzyć ile razy oglądałam każdą z części (jakiś długi weekend, święta, sylwester spędzony w domu), jednak za każdym razem jak pojawiają się napisy końcowe Powrotu Króla, to czuję to samo przygnębienie, pustkę i żal, że ta cudowna przygoda już się skończyła. Pamiętam to uczucie po samej premierze filmu lata temu, może to ...",10
"To jest film na którym człowiek nie nudzi się nawet na chwilę mimo że całość trwa ponad 4 godziny, znakomicie przedstawiona przygoda, sceny walki po prostu przedstawione w bajeczny sposób, to jest mistrzowski film jak i cała seria.",10
"Dopiero teraz to zauważyłam, ale każda z części tej trylogii ma niesamowicie mały (jak na taką superprodukcję) budżet. 94 mln kosztował Powrót Króla. Prześledziłam ranking najdroższych filmów i dwa razy tyle kosztowały firmy mierne, jeżeliby nie powiedzieć - marne.",10
"Przez cały film Drużyna kibicowała Frodo, opłakiwała Frodo, teskniła za nik itp.. Tak jakby podróżował całkiem sam. A co z Samem, nikt go nie doceniał, nie lubił. A przecież zrobił dużo więcej niż Frodo, ktory bez Sama zginąlby w pierszym lepszym rowie.",8
"Która jest lepszą postacią żeńską? Ja stawiam na Eowinę, staneła do walki wśród żołnieży zabrała ze sobą Merry'ego i trzymała jego stronę, własnoręcznie pokonała groźnego czarnoksieżnika zasłaniając własnym ciałem poległego ojca. Dziewczyna o wielkiej odwadze i fachu w boju, godna córka króla Rohanu. A Awerna to beksa. ;f I na dodatek elfka. A ja nie lubię tego kiczu z romansem międzyrasowym.",9
"Od kiedy obejrzałem wersje reżyserskie wszystkich 3 części uważam, że oglądanie ich w wersji kinowej to czysta profanacja, a w TVN to barbarzyństwo w biały dzień. W sprzedaży oraz TV powinna być tylko wersja reżyserska i tylko z napisami i na miłość boską bez reklam. Amen!",10
"cóż to byłoby za wystrzałowe małżeństwo:P Ubolewam, że wybrał tę mimozę, a nie piękną, żywiołową i odważną Eowyn:)",8
"Aragorn macha swym mieczen na prawo i lewo, i żadnej krwi,dziwne. A co do samej trylogii ,no cóż chyba najlepszy w tej chwili film fantasy jaki powstał .Ale nie dałem żadnej z części oceny 10 ,dlaczego? Zbyt duże rozbieżności z książką,brak brutalności.Zresztą mam nadzieje że Hobbit będzie bardziej ""pikantny"".",10
"Kiedyś nie interesował mnie władca pierścieni, no ale w końcu postanowiłem przez niego przebrnąć. Przypadkowo zacząłem oglądać od części 3 przez co po godzinie usnąłem. Tak więc dla nie oglądających zaczynamy od 1 części :D Pierwsza część mi się najbardziej podobała. Druga nie była zła, ale już od tego czasu Frodo zaczynał mnie wnerwiać. W 3 części myślałem, że akcje z nim będę przewijał, ale jakoś wytrzymałem. ...",8
"Natknąłem się na informację, że prawnuk Tolkiena - Royd Tolkien pisze kontynuację Powrotu Króla. Niestety wiadomo bardzo niewiele. Czy ktoś z was natknął się na jakieś wieści w tym temacie? Co sądzicie o takowej kontynuacji - wiadomo, że sam Tolkien miał ją w planach a nawet zaczął pisać historię o nazwie ""Nowy Cień"". Istnieje także ""nieoficjalna"" kontynuacja, podobno bardzo udana ...",10
"Jak myślicie? Czy ktoś sie tego podejmie kiedykolwiek? Jeśli tak, to jak wg was miala by wygladac koncepcja tka wielkeigo dziela? Od razu dodaje dla tych co nie czytali, że jest to dużo większa ilość ciekawych wydarzeń i historii niż we Władcy Pierścieni, choć przypomina raczej książke historyczną. Bitwy były znacznie większe niż te we Władcy Pierścieni, działy się rzeczy na duzo wieksza ...",10
"Wiem wiem, porównanie filmu i serialu jest nieco trudne. (jak dla mnie przynajmniej) Ale która historia, według Was, jest bardziej wciągająca, która bardziej Wam się podoba? Chodzi mi zarówno o filmy, jak i książki.",10
Efekty w LOTR troszkę się już postarzały ale nadal robią mega wrażenie. Stawiam je wyżej niż te z Hobbita. Od dwóch lat prowadzę na blogu ranking trików filmowych. Zapraszam do głosowania. http://www.filmweb.pl/user/Rah abiel/blog/535942,10
"Witam, pilnie poszukuję parodii LOTR pt. Gondorowscy, stworzonych przez skejciora777. Gdyby ktoś posiadał jakieś kopie tych filmów, proszę o kontakt.",10
1. Władca pierścieni - Powrót króla2. Między słowami 3. Rzeka tajemnic4. Piraci z Karaibów - Klątwa czarnej perły5. Miasto Boga,10
"W internecie są same 4 godzinne wersje reżyserskie, a nie ma 3,20 godzinnej wersji kinowej.",10
"Ten film koniecznie trzeba obejrzeć w wersji rozszerzonej! Nigdy chyba nie zrozumiem, jak Jackson mógł wyciąć scenę śmierci Sarumana czy sekwencję w Domach Uzdrowień. Na korzyść wersji kinowej przemawia fakt, że większość dodanych w reżyserce scen jest tylko zapychaczami, jednakże ze względu na powyższe warto to przeboleć.",9
"Coś mnie zastanowiło,ponieważ jak Gandalf rozmawia z Pipinem przed wielką bitwą mówi mu,że Czarnoksiężnika nie zabije żaden człowiek.Czarnoksiężnik jak się spotkał z Eoviną mówił:""Głupcze,nie zabije mnie żaden mąż""Na to Eovina:""Nie jestem mężem!"".I zabiła Czarnoksiężnika(z pomocą Merego).Odpiszcie co wy o tym myślicie.",10
"Potrzebne od zaraz wersje kinowe wszystkich LOTR. Nie jestem w stanie ogladac tych wersji rezyserskich psuja caly urok filmu. Wiem, wiem wszystkim sie podobaja ale mi nie i nie potrzebuje waszych opini, tylko pomocy. Jezeli ktos cos wie to niech podesle link bede bardzo wdzieczny. Z góry dziękuję.",10
Jaki jest wasz ulubiony soundtrack z tej części. Moje to:Piosenka PippinaMinas MorgulThe Black GateA storm is comingThe Return of the kingA wasz jaki jest ulubiony soundtrack z tej części,9
"Czy mógłby mi ktoś napisać coś o tym Elfie?? Znam go tylko z krótkigego epizodu we ""Władcy Pierścieni"" i gdzieś słyszałem, że pokonał Balroga (John Howe stworzył świetne rysunki do tej scenki). Może ktoś z Was wie o nim coś więcej??",10
W tych trzech filmach jest cały Tolkien! Hobbity to już wyciskanie wszystkiego na maxa ze sprawdzonego tematu,10
zakochałem się w trylogii władcy pierscieni odkad obejrzałem kazdą z czesci  marze zeby ktos nakrecił cos podobnego,10
arcydzieło kinematografii 10/10 oglądałem z milion razy,10
"nie mam pojęcia jak akademia mogła odznaczyć ten film jako wybitny, nie wiem jak Peter Jackson z reżysera który kręci komedyjki gore (flaki, krew, żyganie) stał się kandydatem do zrobienia największej trylogii fantasty ever, ale ten film nie wyszedł ... jest za bardzo ckliwy, kiczowaty, i przesłodzony, nie pomga mu bardzo słaba gra aktorska Eljaha Wooda, słaba gra Mortensterna ...",6
Kocham ten film uwielbiam świat troki elfów itp  błagam zróbcie coś podobnego jakiś film o trolach elfach i innych fantastycznych stworzeń i piękne sceny batalistyczne,10
Niedawno w jakiejś filmowej gazecie sławy polskiego kina rozważały nad odpowiedzią na pytanie co jest lepsze: Harry czy Władca? W większości głosowali na to drugie. A jakie jest wasze zdanie?,10
Władca pierścieni powrót króla to pozycja obowiązkowa dla kinomana film jest niesamowity Tolkien miał głowę coś takiego wymyśleć oglądam władcę pierścieni powrót króla prawie codziennie nie jestem w stanie policzyć ile razy obejrzałem ten film chyba z 5000 napowaznie,10
"Peter Jackson naprawdę się postarał :D11 oscarów ;oOgólnie cała trylogia bardzo dobra.Efekty, muzyka i Viggo jako Aragorn.Są elementy komizmu, które potrafią być śmieszne, w porównaniu z Hobbitem.Tolkiena już z nami nie ma. Ale oby jeszcze coś powstało o tym pełnym fantasty Śródziemiu. Fani czekają :)",10
Dlatego że to on od początku nie ufał gollumowi był przeciwny żeby frodo używał pierścienia a frodo omal nie zginął 3 razy to sam był prawdziwym powiernikiem nie poddał się pierścieniowi on by go zniszczył od początku sam chciał kontynuować misję froda jak on był ukąszony przez Szelobę.,10
"Moja to chyba Pippin.No i w sumie drugie pytanie: nie myślicie czasem, że to Sam był takim cichym głównym bohaterem?",10
"Moja to chyba Pippin.No i w sumie drugie pytanie: nie myślicie czasem, że to Sam był takim cichym głównym bohaterem?",10
Kiedy ci dawni tchórze wypełnili zadanie Aragorn ich zwolnił zgodnie z obietnicą ale jeden z duchów miał wątpliwości czy Aragorn to zrobi. Czy to znaczy że Aragorn mógł ich nie zwolnić ?,10
"Jeden z największych  arcydzieł kinematografii. Peter Jackson stworzył dzieło ponadczasowe, powalające i poruszające.",10
"Czy uważacie że dobrze się stało, że Jackson przywódce orków nazwał Gothmog? W Tolkienowskim świecie Gothmog był jednym z najmocniejszych sług Morgotha. Zabił Feanora,Fingona, Hurina,Ectheliona.Był wodzem Balrogów a w tym filmie Gothmog tak wygląda lipnie co by nie mówić.",9
"....scena w której Gandalf mówi do Pipina,że śmierć nie jest taka straszna bo - białe wybrzeże i zielony kraj w blasku wschodzącego słońca - jest interesująca ale.....nie przemawia do mnie i jest trochę nieprawdziwa, dlaczego?to co mówi Gandalf jest prawdopodobnie wyjęte z rozdziałów o Tomie Bombadilu - jak wiadomo - w jego to domu Frodo miał sen - słyszał śpiew i zza szarej zasłony deszczu ...",10
jakim cudem szeloba przebila mitrill froda i go ''zatrula'' skoto go sie nie da przebic? to blad w filmie czy ma ktos jakies wytlumaczenie?,9
"Czy wiadomo coś o jakieś nowej częśći w uniwersum Śródziemia? Hobbit skończony, może i książki też się skończyły, ale według mnie Jackson mógłby spokojnie stworzyć osobne opowiadanie, bo to co zrobił jest świetne. Gdzieś coś kiedyś mi przemknęło o przygodach syna Aragorna, ale nie pamiętam o co tam chodziło.",10
....kto wam się bardziej podoba - Sean Bean jako Boromir czy Vigo jak Aragorn???co do kreacji aktorskich - oboje nie zawiedli - natomiast Boromir wzgardził w Rivendell trochę niecnie przyszłym królem ale szlachetność Aragorna to zniosła - :),10
"1. Dlaczego Arwena została śmiertelniczką?? przecież Erlond ciągle jej mówił ,że będzie nieszczęśliwa bo Aragorn jest śmiertelnikiem a ona będzie żyła wiecznie w żalu po jego śmierci a potem się okazuje ,ze Arwena zostaje śmiertelniczka... wiec o co chodzi?2. Po co cała ta afera z pierścieniem?? nie można było np. wypłynąć w morze i rzucić go na dno? przecież nikt by go nie wyłowił ...",9
"Czy ktoś może mi odpowiedzieć na trzy pytania? 1. Dlaczego Bilbo po stracie pierścienia postarzał się diametralnie w bardzo krótkim czasie, zaś Gollum będąc pozbawionym pierścienia przez 60 lat nie zestarzał się nawet o dzień? 2. Dlaczego Frodo musiał odejść z Gandalfem i resztą?3. I właściwie dokąd oni odpłynęli.",10
https://www.youtube.com/watch? v=m8XZ6KxE30Itakie tam behind the scenes.. nie mogłam się powstrzymać przed wrzuceniem tu tego,10
"Chcielibyście mieć taką? :D Szkoda że nie wiadomo skąd one się wzięły. Tak samo jak nie wiadomo co to za bestie ciągnące Grond. BTW te skrzydlate bestie musiały być szczerbate, skoro w pojedynku z Eowiną widać jak ""smok"" Nazgula zaciska zęby na Eowinie, a tej nawet nie dzieje się najmniejsza krzywda...",10
"Nie wiedziałem gdzie o tym napisać, więc piszę w temacie mojego ulubionego filmu. Czy Wy też macie czasem tak, że dany film nie zasługuje u Was dajmy np na 9, ale i na 8 jest za mocny? Ja mam tak nie raz, gdzie takie 8,5 pasowałoby idealnie. I tu pytanie: czy nie dałoby rady tego zmienić, to znaczy zmienić skalę o wprowadzenie połówek? Nie wiem czy inni też to tak postrzegają to raz. ...",10
"Na forum ""Hobbit:Bitwa Pięciu Armii"" udostępniłam link do mojego bloga o moich przygodach w świecie Śródziemia za czasów wyprawy do Ereboru i powiem, ze blog cieszy się szeroką popularnością. Teraz stworzyłam część drugą, do której przeczytania szczerze zapraszam :)http://journey-to-ennorath-par t-two.blogspot.com/Do tego zapraszam do ...",9
"że jak oglądacie na TVNie, to jakby go puszczali w przyspieszonym tempie?",10
"Ostatnio coś mnie natchnęło żeby poszukać w sieci informacji o seansach LOTR'a z orkiestrą na żywo. Dałbym wszystkie pieniądze, żeby móc czegoś takiego doświadczyć. Dowiedziałem się tylko tyle, że kiedyś tam, w Krakowie na FMF był Władca. Zastanawiam się czy może to jeszcze powtórzą (o tym nie mogłem znaleźć, ale możliwe, że źle szukam ;P) Ma może ktoś jakieś informacje czy będzie w Polsce możliwość ...",10
"Denerwuje mnie ze wystepuja tu orkowie jako super wojownicy. Normalnie na murach Minas Tirith jeden ork potrafil zalatwic 4 zolnierzy gondoru. Jak to mozliwe? Przeciez orkowie to mieso armatnie, kiepsko ubrojone i kiepsko opancerzone.",10
Pewnego dnia Aragorn postanowił wyruszyć do Car Dum by sprawdzić jak tam żyje stary smok Urgost który gdy tylko zobaczył obok Aragorna Legolasa i Gimliego przestraszył się i odleciał do Galaktyki K*rwix gdzie spotkał Kapitana Bombę i Kapitana Torpeda którzy go zabili a aragorn powiedział gimli teraz cały Angmar należy do Krasnoludów a ta forteca teraz jest twoja i czyń co chcesz ...,10
"Może mi ktoś wytłumaczyć jak Gandalf już po sciągnieciu ""ograniczeń ( biały czarodziej) dał się tak łatwo pokonać Czarno. z Angmaru? On jeszcze jako Szary czarodziej pokonał BALROGA! i stanął do walki z Sauronem w Dol Guldur. Zresztą później, podczas gdy Drużyna była na Amon Hen to Gandalf wtedy toczył bój z Sauronem. Jest to opisane w książce.W jaki więc sposób Czar. z Angmaru ...",10
"Pisałem już o tym kiedyś, ale nie dostałem dostatecznej odpowiedzi.Wydaje mi się, że z duchami nieco przesadzili-wpadajace na wrogów niczym żel i czemu tak późno? gdyby walczyli od początku Sauron by przegrał i nie został by śmiertelnie ranny Theoden, nie mówiąc o stratach obrońców.Duchy mogły same rozstrzygnąć bitwę jak widzę!A jak było w książce?",8
"Tak jak wyżej, Frodo to dla mnie cienias. Prawdziwym kozakiem był Samwise ""Sam"" Gamgee, który baaardzo przysłużył się w tej długiej podróży.",8
"Czy tylko mnie tak bardzo denerwuje Frodo. Mam wrażenie, że przez wszystkie trzy części ma taką samą minę. I to jak ciągle mówi, że niesienie pierścienia to JEGO brzemię i JEGO misja, a tak naprawdę gdyby nie przyjaciele, nie wyszedłby nawet z Shire.",8
"przedstawiajacy pojedynek Gandalfa i Sarumana, pojawia sie wycieta scena, w której Saruman usiłuje bezskutecznie zabić Gandalfa.http://www.youtube.com/watch?v =Mr97NshrOpQ [www.youtube.com/watch?v...]",10
"kto wie co oznaczały napisy na tym pierścieniu?i dlaczego Smigol(później Gollum),gdy założył pierścień przeniósł się do mroku i zamieniła się z człowieka w tego potworka?a np.Bilbo i Frodo nie?",10
"Jakie są wasze ulubione cytaty z tej części?? Moje to: GANDALF: ""No, the journey doesn't end here. Death is just anther path one that we all must take.""[""To nie koniec podróży, śmierć to kolejna ścieżka, którą wszyscy musimy podążyć""]""I will not say: 'Do not weep' for not all tears are an evil.""[Nie powiem: 'NIe płaczcie' , nie wszystkie bowiem łzy są nie dobre""];)",10
"W książkowej Trylogii moją ulubioną sceną jest moment wyłamania bram Minas Tirith i wejście przez nią Czarnego Wodza. Irytuje mnie więc scena w filmie, gdzie Nazgul niszczy laskę Mithrandira. Pozbawiona świetnego klimatu pierwowzoru, zrobiła z Gandalfa przegranego w tym krótkim ""pojedynku"". O dziwo, bardziej podobała mi się animowana wersja tej sceny (jedyna pozytywna rzecz jaka jest w tym ...",10
"film jest swietny ale ciagle dreczy mnie jedna scena.nie pamietam czy w wersji kinowej byla ale z cala pewnoscia w rezyserskiej tak.chodzi o ta kiedy Aragorn stojac przed czarna brama wpatruje sie w Barad Dur i wtedy Sauron zwraca sie do niego po imieniu:""Aragorn...Elesar ..."" jak myslicie o co chodzilo? Sauron kpil z Aragorna czy probowal go przeciagnac na swoja strone? a moze chodzilo o cos jeszcze innego?",10
"Wszyscy tak uwielbiają ten film... ja także... Ale wiele prawidziwych fanów nie wie kto tak na prawdę jest tym Władcą Pierścieni... Niektórzy mówią ze to Sauron, inni że pierścien a jeszcze inni że nawet Frodo czy Saruman. Ja wiem swoje i zapewne tak jest ale chciałabym sie dowiedziec jak wy myslicie...? To przecież wynika z filmu, ale pytałam się wielu ludzi i wszyscy tylko: eee.... ??",10
"Witam!Zastanawia mnie jakim mieczem posługiwał sie Aragorn w trylogii Jacksona. Miecz ten wygląda dokładnie jak Anduril, ale oficjalnie został przekuty i ofiarowany Aragornowi dopiero w ""Powrocie Króla"". Więc czym potomek Isildura rozwalał tyle ""paskudztwa"" zamieszkującego Srudziemie w dwóch poprzednich częściach??Ten sam wątek w książce również mnie zastanawia. Przecież Aragorn nosił ze soba ...",10
"więc: ta zabawa tż nie jest mojego autorstwa.. ale troszkę ją zmienię. polega ona na tym, że jedna osoba pisze czego nigdy by nie zrobiła/co by zrobiła (co już robiła/czego nigdy nie zrobi) następna pisze czy się z się z tym zgadza i coś od siebie; odpowiadamy tylko na stwierdzenie osoby przed nami.ja zaczynam:Nigdy nie uciekłabym przed czarnymi jeźdźcami (zemdlałabym na sam ich widok:>)",10
Wersja reżyserska? Ok. Czy aby na pewno więcej dobrego? Ja mogę zaakceptować szereg elementów odbiegających od książki ale jednego nie zaakceptuję nigdy! Chodzi o tą scenę: http://www.youtube.com/watch?v =3NQBrlV1qnUTo jest jakieś nieporozumienie. To co Jackson zrobił z Gandlafem jest istną głupotą. Cała filmowa trylogia to arcydzieło ale ta scena kompletnie wypacza postać białego czarodzieja.,10
Zastanawia mnie bardzo co się z nimi stało gdy wyruszyli na Wschód i Południe wraz z Sarumanem i tylko on wrócił jestem ciekaw co oni robili podczas Wojny o Pierścień jakie mieli losy Pallando (Rómestámo) oraz Alatar (Morinehtar) co się z nimi stało.,10
Gandalf jest istarim( czyli żaden elf człowiek a już tym bardziej ork nic nie może mu zrobić ) a tymczasem w trakcie szturmu czeka na śmierć ( i wygłasza mowę że to nie jest takie złe ),10
"Tak sobie oglądam te wszystkie części (teraz też Hobcia) i w moim przekonaniu liczba nonsensów i nielogiczności w świecie Tolkiena jest zatrważająca. Ale najbardziej nie daje mi spokoju jedna sprawa.Jak gość, który potrafi pokonać takiego sukin..na jak Balrog (i robi wiele innych rzeczy godnych Supermana) ucieka przerażony przed kilkoma ścigającymi go orkami. Wyjaśni ...",9
Jak Tolken tworzył imiona bohaterów??Czy on wzorował się na czymś ?,10
"Świetna rola Nortona + rewelacyjny scenariusz = film który Cię głęboko poruszy. To trzeba zobaczyć! Nie tylko dlatego że to kino z wysokiej półki, ale też dlatego iż problem tu przedstawiony jest istotny.",10
"Niezwykle poruszające dzieło, ukazujące absurd wszelkich ideologii. Obowiązkowa lektura dla każdego, a rola Edwarda Nortona oskarowa!",9
"Bo szczerze mówiąc na  mnie ten film nie zrobił większego wrażenia,no może końcówka mnie zaskoczyła.Ale samo przedstawienie istoty rasizmu i nienawiści  zostało ukazane w dobry sposób niemniej wkurzało mnie że Amerykanie podchodzą do tego tematu zbyt lekko i żadnemu poza głównym bohaterem nie przeszło przez myśl że to w co wierzą ma luki.A co wy o tym sądzicie?A tak na marginesie wspaniała rola ...",8
"Gwałty więzienne powinny być refundowane bo widać, że to dobra metoda na resocjalizację...",7
Przereklamowany film... nie byl zly tego nie mozna powiedziec ale ocena i miejsce jakie piastuje w rankingu wprowadza w duzy blad. Gra aktorsa Nortona jak zawsze 1 klasa.,6
